algorithm,size,seconds
quick_3way_pivot_median3_baseline,0,0.000001200
quick_3way_pivot_median3_baseline,10000,0.001202200
quick_3way_pivot_median3_baseline,20000,0.002658200
quick_3way_pivot_median3_baseline,30000,0.004131800
quick_3way_pivot_median3_baseline,40000,0.005506000
quick_3way_pivot_median3_baseline,50000,0.007335400
quick_3way_pivot_median3_baseline,60000,0.008237000
quick_3way_pivot_median3_baseline,70000,0.009823200
quick_3way_pivot_median3_baseline,80000,0.011661600
quick_3way_pivot_median3_baseline,90000,0.012668200
quick_3way_pivot_median3_baseline,100000,0.014493000
quick_3way_pivot_median3_baseline,110000,0.016392000
quick_3way_pivot_median3_baseline,120000,0.017320600
quick_3way_pivot_median3_baseline,130000,0.018694400
quick_3way_pivot_median3_baseline,140000,0.020249600
quick_3way_pivot_median3_baseline,150000,0.022150600
quick_3way_pivot_median3_baseline,160000,0.023885000
quick_3way_pivot_median3_baseline,170000,0.024910000
quick_3way_pivot_median3_baseline,180000,0.026378600
quick_3way_pivot_median3_baseline,190000,0.029510400
quick_3way_pivot_median3_baseline,200000,0.029861200
quick_3way_pivot_median3_baseline,210000,0.033208400
quick_3way_pivot_median3_baseline,220000,0.034528400
quick_3way_pivot_median3_baseline,230000,0.036639400
quick_3way_pivot_median3_baseline,240000,0.037744400
quick_3way_pivot_median3_baseline,250000,0.039199000
quick_3way_pivot_median3_baseline,260000,0.040776600
quick_3way_pivot_median3_baseline,270000,0.042130000
quick_3way_pivot_median3_baseline,280000,0.043296000
quick_3way_pivot_median3_baseline,290000,0.045441200
quick_3way_pivot_median3_baseline,300000,0.047924200
quick_3way_pivot_median3_baseline,310000,0.046809200
quick_3way_pivot_median3_baseline,320000,0.050173400
quick_3way_pivot_median3_baseline,330000,0.051080800
quick_3way_pivot_median3_baseline,340000,0.053244400
quick_3way_pivot_median3_baseline,350000,0.056780400
quick_3way_pivot_median3_baseline,360000,0.059782800
quick_3way_pivot_median3_baseline,370000,0.061152600
quick_3way_pivot_median3_baseline,380000,0.064924400
quick_3way_pivot_median3_baseline,390000,0.063958400
quick_3way_pivot_median3_baseline,400000,0.064623400
quick_3way_pivot_median3_baseline,410000,0.066673800
quick_3way_pivot_median3_baseline,420000,0.066525000
quick_3way_pivot_median3_baseline,430000,0.070060400
quick_3way_pivot_median3_baseline,440000,0.071300600
quick_3way_pivot_median3_baseline,450000,0.076388400
quick_3way_pivot_median3_baseline,460000,0.072008000
quick_3way_pivot_median3_baseline,470000,0.077567800
quick_3way_pivot_median3_baseline,480000,0.079059200
quick_3way_pivot_median3_baseline,490000,0.079316600
quick_3way_pivot_median3_baseline,500000,0.077307400
quick_3way_pivot_median3_baseline,510000,0.080710200
quick_3way_pivot_median3_baseline,520000,0.087125200
quick_3way_pivot_median3_baseline,530000,0.086596800
quick_3way_pivot_median3_baseline,540000,0.092459400
quick_3way_pivot_median3_baseline,550000,0.090792800
quick_3way_pivot_median3_baseline,560000,0.090426800
quick_3way_pivot_median3_baseline,570000,0.089187000
quick_3way_pivot_median3_baseline,580000,0.093277800
quick_3way_pivot_median3_baseline,590000,0.094743000
quick_3way_pivot_median3_baseline,600000,0.104562800
quick_3way_pivot_median3_baseline,610000,0.107869800
quick_3way_pivot_median3_baseline,620000,0.105331400
quick_3way_pivot_median3_baseline,630000,0.109925400
quick_3way_pivot_median3_baseline,640000,0.109760000
quick_3way_pivot_median3_baseline,650000,0.106901200
quick_3way_pivot_median3_baseline,660000,0.108303000
quick_3way_pivot_median3_baseline,670000,0.118679000
quick_3way_pivot_median3_baseline,680000,0.113047600
quick_3way_pivot_median3_baseline,690000,0.114737200
quick_3way_pivot_median3_baseline,700000,0.116671400
quick_3way_pivot_median3_baseline,710000,0.118853600
quick_3way_pivot_median3_baseline,720000,0.122639600
quick_3way_pivot_median3_baseline,730000,0.124538400
quick_3way_pivot_median3_baseline,740000,0.127193400
quick_3way_pivot_median3_baseline,750000,0.127339800
quick_3way_pivot_median3_baseline,760000,0.126297400
quick_3way_pivot_median3_baseline,770000,0.135350000
quick_3way_pivot_median3_baseline,780000,0.131898600
quick_3way_pivot_median3_baseline,790000,0.137542600
quick_3way_pivot_median3_baseline,800000,0.138490800
quick_3way_pivot_median3_baseline,810000,0.138676000
quick_3way_pivot_median3_baseline,820000,0.134075400
quick_3way_pivot_median3_baseline,830000,0.139309400
quick_3way_pivot_median3_baseline,840000,0.140577400
quick_3way_pivot_median3_baseline,850000,0.142782600
quick_3way_pivot_median3_baseline,860000,0.148867400
quick_3way_pivot_median3_baseline,870000,0.148671000
quick_3way_pivot_median3_baseline,880000,0.150134200
quick_3way_pivot_median3_baseline,890000,0.158185600
quick_3way_pivot_median3_baseline,900000,0.157985800
quick_3way_pivot_median3_baseline,910000,0.152950000
quick_3way_pivot_median3_baseline,920000,0.150681600
quick_3way_pivot_median3_baseline,930000,0.156980400
