algorithm,size,seconds
merge_recursive_top_down,0,0.000001800
merge_recursive_top_down,10000,0.001384800
merge_recursive_top_down,20000,0.002933800
merge_recursive_top_down,30000,0.004300400
merge_recursive_top_down,40000,0.005456000
merge_recursive_top_down,50000,0.007398600
merge_recursive_top_down,60000,0.009225000
merge_recursive_top_down,70000,0.010989000
merge_recursive_top_down,80000,0.012036200
merge_recursive_top_down,90000,0.014350200
merge_recursive_top_down,100000,0.015210800
merge_recursive_top_down,110000,0.017623600
merge_recursive_top_down,120000,0.019947800
merge_recursive_top_down,130000,0.019566800
merge_recursive_top_down,140000,0.021992000
merge_recursive_top_down,150000,0.023560200
merge_recursive_top_down,160000,0.025428200
merge_recursive_top_down,170000,0.026481000
merge_recursive_top_down,180000,0.028922400
merge_recursive_top_down,190000,0.031301800
merge_recursive_top_down,200000,0.032144600
merge_recursive_top_down,210000,0.035612600
merge_recursive_top_down,220000,0.036494000
merge_recursive_top_down,230000,0.037675600
merge_recursive_top_down,240000,0.041540600
merge_recursive_top_down,250000,0.040925400
merge_recursive_top_down,260000,0.044821000
merge_recursive_top_down,270000,0.045429000
merge_recursive_top_down,280000,0.047579000
merge_recursive_top_down,290000,0.048800000
merge_recursive_top_down,300000,0.051961200
merge_recursive_top_down,310000,0.052410400
merge_recursive_top_down,320000,0.053364200
merge_recursive_top_down,330000,0.057183000
merge_recursive_top_down,340000,0.057448800
merge_recursive_top_down,350000,0.061924200
merge_recursive_top_down,360000,0.062474600
merge_recursive_top_down,370000,0.063268400
merge_recursive_top_down,380000,0.070409000
merge_recursive_top_down,390000,0.069265800
merge_recursive_top_down,400000,0.070197800
merge_recursive_top_down,410000,0.074237000
merge_recursive_top_down,420000,0.075022600
merge_recursive_top_down,430000,0.073096200
merge_recursive_top_down,440000,0.078806400
merge_recursive_top_down,450000,0.078303400
merge_recursive_top_down,460000,0.086779200
merge_recursive_top_down,470000,0.086813800
merge_recursive_top_down,480000,0.083111000
merge_recursive_top_down,490000,0.089349800
merge_recursive_top_down,500000,0.086733800
merge_recursive_top_down,510000,0.091120600
merge_recursive_top_down,520000,0.089058000
merge_recursive_top_down,530000,0.097839600
merge_recursive_top_down,540000,0.105064200
merge_recursive_top_down,550000,0.105905400
merge_recursive_top_down,560000,0.099572800
merge_recursive_top_down,570000,0.103310600
merge_recursive_top_down,580000,0.105878800
merge_recursive_top_down,590000,0.108180800
merge_recursive_top_down,600000,0.116378800
merge_recursive_top_down,610000,0.107643000
merge_recursive_top_down,620000,0.110484200
merge_recursive_top_down,630000,0.113984400
merge_recursive_top_down,640000,0.115416800
merge_recursive_top_down,650000,0.115506200
merge_recursive_top_down,660000,0.116217000
merge_recursive_top_down,670000,0.122141600
merge_recursive_top_down,680000,0.122361200
merge_recursive_top_down,690000,0.123685800
merge_recursive_top_down,700000,0.124189600
merge_recursive_top_down,710000,0.127120400
merge_recursive_top_down,720000,0.135105000
merge_recursive_top_down,730000,0.131174400
merge_recursive_top_down,740000,0.141550200
merge_recursive_top_down,750000,0.131594800
merge_recursive_top_down,760000,0.140613200
merge_recursive_top_down,770000,0.138540800
merge_recursive_top_down,780000,0.139767200
merge_recursive_top_down,790000,0.141229600
merge_recursive_top_down,800000,0.146530600
merge_recursive_top_down,810000,0.145325000
merge_recursive_top_down,820000,0.149436600
merge_recursive_top_down,830000,0.150937600
merge_recursive_top_down,840000,0.149258000
merge_recursive_top_down,850000,0.154844000
merge_recursive_top_down,860000,0.157163000
merge_recursive_top_down,870000,0.167188400
merge_recursive_top_down,880000,0.161896000
merge_recursive_top_down,890000,0.166735600
merge_recursive_top_down,900000,0.171804000
merge_recursive_top_down,910000,0.184278800
merge_recursive_top_down,920000,0.170158800
merge_recursive_top_down,930000,0.174672000
merge_recursive_top_down,940000,0.185274600
merge_recursive_top_down,950000,0.177480400
merge_recursive_top_down,960000,0.180302800
merge_recursive_top_down,970000,0.181583000
merge_recursive_top_down,980000,0.182222400
merge_recursive_top_down,990000,0.184957000
merge_recursive_top_down,1000000,0.189797400
merge_iterative_bottom_up,0,0.000001800
merge_iterative_bottom_up,10000,0.001166600
merge_iterative_bottom_up,20000,0.002498800
merge_iterative_bottom_up,30000,0.004025000
merge_iterative_bottom_up,40000,0.004819200
merge_iterative_bottom_up,50000,0.006566800
merge_iterative_bottom_up,60000,0.007704400
merge_iterative_bottom_up,70000,0.009085600
merge_iterative_bottom_up,80000,0.011006200
merge_iterative_bottom_up,90000,0.012017200
merge_iterative_bottom_up,100000,0.013625200
merge_iterative_bottom_up,110000,0.015452000
merge_iterative_bottom_up,120000,0.016974400
merge_iterative_bottom_up,130000,0.018260200
merge_iterative_bottom_up,140000,0.019848200
merge_iterative_bottom_up,150000,0.021482800
merge_iterative_bottom_up,160000,0.022951600
merge_iterative_bottom_up,170000,0.024109200
merge_iterative_bottom_up,180000,0.025544400
merge_iterative_bottom_up,190000,0.028778000
merge_iterative_bottom_up,200000,0.028959400
merge_iterative_bottom_up,210000,0.031244800
merge_iterative_bottom_up,220000,0.033128400
merge_iterative_bottom_up,230000,0.033738600
merge_iterative_bottom_up,240000,0.035767400
merge_iterative_bottom_up,250000,0.038278800
merge_iterative_bottom_up,260000,0.039032200
merge_iterative_bottom_up,270000,0.041061200
merge_iterative_bottom_up,280000,0.043353800
merge_iterative_bottom_up,290000,0.043948400
merge_iterative_bottom_up,300000,0.046534600
merge_iterative_bottom_up,310000,0.047286400
merge_iterative_bottom_up,320000,0.050207000
merge_iterative_bottom_up,330000,0.053411000
merge_iterative_bottom_up,340000,0.051088800
merge_iterative_bottom_up,350000,0.054956400
merge_iterative_bottom_up,360000,0.056437800
merge_iterative_bottom_up,370000,0.057488400
merge_iterative_bottom_up,380000,0.058441000
merge_iterative_bottom_up,390000,0.062112400
merge_iterative_bottom_up,400000,0.062344400
merge_iterative_bottom_up,410000,0.066978600
merge_iterative_bottom_up,420000,0.067670800
merge_iterative_bottom_up,430000,0.066205200
merge_iterative_bottom_up,440000,0.068347800
merge_iterative_bottom_up,450000,0.071426600
merge_iterative_bottom_up,460000,0.075430800
merge_iterative_bottom_up,470000,0.077828200
merge_iterative_bottom_up,480000,0.077402400
merge_iterative_bottom_up,490000,0.078238800
merge_iterative_bottom_up,500000,0.081317400
merge_iterative_bottom_up,510000,0.081737600
merge_iterative_bottom_up,520000,0.083787400
merge_iterative_bottom_up,530000,0.092265000
merge_iterative_bottom_up,540000,0.092937400
merge_iterative_bottom_up,550000,0.086871200
merge_iterative_bottom_up,560000,0.094722400
merge_iterative_bottom_up,570000,0.093015200
merge_iterative_bottom_up,580000,0.095016000
merge_iterative_bottom_up,590000,0.095750000
merge_iterative_bottom_up,600000,0.102587000
merge_iterative_bottom_up,610000,0.097296600
merge_iterative_bottom_up,620000,0.098493800
merge_iterative_bottom_up,630000,0.099904600
merge_iterative_bottom_up,640000,0.103148400
merge_iterative_bottom_up,650000,0.105814600
merge_iterative_bottom_up,660000,0.110773800
merge_iterative_bottom_up,670000,0.108202200
merge_iterative_bottom_up,680000,0.110881000
merge_iterative_bottom_up,690000,0.111132400
merge_iterative_bottom_up,700000,0.119433000
merge_iterative_bottom_up,710000,0.114447000
merge_iterative_bottom_up,720000,0.116504000
merge_iterative_bottom_up,730000,0.116459200
merge_iterative_bottom_up,740000,0.123048800
merge_iterative_bottom_up,750000,0.121384200
merge_iterative_bottom_up,760000,0.123044000
merge_iterative_bottom_up,770000,0.123771200
merge_iterative_bottom_up,780000,0.125271200
merge_iterative_bottom_up,790000,0.131940600
merge_iterative_bottom_up,800000,0.126967400
merge_iterative_bottom_up,810000,0.129938800
merge_iterative_bottom_up,820000,0.135034800
merge_iterative_bottom_up,830000,0.136510600
merge_iterative_bottom_up,840000,0.141089600
merge_iterative_bottom_up,850000,0.135483600
merge_iterative_bottom_up,860000,0.138887800
merge_iterative_bottom_up,870000,0.146171800
merge_iterative_bottom_up,880000,0.142565200
merge_iterative_bottom_up,890000,0.144848200
merge_iterative_bottom_up,900000,0.148865200
merge_iterative_bottom_up,910000,0.154085600
merge_iterative_bottom_up,920000,0.150921400
merge_iterative_bottom_up,930000,0.150598400
merge_iterative_bottom_up,940000,0.159790400
merge_iterative_bottom_up,950000,0.157594600
merge_iterative_bottom_up,960000,0.162398800
merge_iterative_bottom_up,970000,0.161809800
merge_iterative_bottom_up,980000,0.163911400
merge_iterative_bottom_up,990000,0.167584000
merge_iterative_bottom_up,1000000,0.171367200
