algorithm,size,seconds
shell_knuth_best,0,0.000001400
shell_knuth_best,10000,0.001356400
shell_knuth_best,20000,0.003158000
shell_knuth_best,30000,0.004656400
shell_knuth_best,40000,0.007090200
shell_knuth_best,50000,0.008479000
shell_knuth_best,60000,0.010639200
shell_knuth_best,70000,0.015518400
shell_knuth_best,80000,0.013714000
shell_knuth_best,90000,0.016131000
shell_knuth_best,100000,0.018349800
shell_knuth_best,110000,0.019373800
shell_knuth_best,120000,0.021219400
shell_knuth_best,130000,0.023927400
shell_knuth_best,140000,0.025544800
shell_knuth_best,150000,0.027005800
shell_knuth_best,160000,0.029633200
shell_knuth_best,170000,0.030908600
shell_knuth_best,180000,0.033647600
shell_knuth_best,190000,0.035473400
shell_knuth_best,200000,0.039466400
shell_knuth_best,210000,0.040248000
shell_knuth_best,220000,0.042018800
shell_knuth_best,230000,0.044144000
shell_knuth_best,240000,0.047918000
shell_knuth_best,250000,0.048858000
shell_knuth_best,260000,0.051239600
shell_knuth_best,270000,0.054876600
shell_knuth_best,280000,0.056624000
shell_knuth_best,290000,0.058236400
shell_knuth_best,300000,0.061371800
shell_knuth_best,310000,0.065804800
shell_knuth_best,320000,0.069794600
shell_knuth_best,330000,0.069219800
shell_knuth_best,340000,0.069800200
shell_knuth_best,350000,0.074062000
shell_knuth_best,360000,0.074069200
shell_knuth_best,370000,0.075520000
shell_knuth_best,380000,0.080676400
shell_knuth_best,390000,0.080604000
shell_knuth_best,400000,0.082784400
shell_knuth_best,410000,0.093201000
shell_knuth_best,420000,0.091762600
shell_knuth_best,430000,0.092511600
shell_knuth_best,440000,0.095695400
shell_knuth_best,450000,0.095082800
shell_knuth_best,460000,0.098099200
shell_knuth_best,470000,0.099587200
shell_knuth_best,480000,0.101793600
shell_knuth_best,490000,0.107704000
shell_knuth_best,500000,0.106482400
shell_knuth_best,510000,0.105807000
shell_knuth_best,520000,0.107903600
shell_knuth_best,530000,0.113563600
shell_knuth_best,540000,0.114434200
shell_knuth_best,550000,0.116411600
