algorithm,size,seconds
quick_3way_pivot_center,0,0.000001200
quick_3way_pivot_center,10000,0.001235200
quick_3way_pivot_center,20000,0.002624400
quick_3way_pivot_center,30000,0.004242600
quick_3way_pivot_center,40000,0.005755800
quick_3way_pivot_center,50000,0.006748600
quick_3way_pivot_center,60000,0.008766400
quick_3way_pivot_center,70000,0.010869600
quick_3way_pivot_center,80000,0.011390800
quick_3way_pivot_center,90000,0.015387200
quick_3way_pivot_center,100000,0.014751200
quick_3way_pivot_center,110000,0.016710600
quick_3way_pivot_center,120000,0.018157800
quick_3way_pivot_center,130000,0.019379800
quick_3way_pivot_center,140000,0.020812200
quick_3way_pivot_center,150000,0.023584400
quick_3way_pivot_center,160000,0.023861200
quick_3way_pivot_center,170000,0.024814400
quick_3way_pivot_center,180000,0.032357200
quick_3way_pivot_center,190000,0.029347200
quick_3way_pivot_center,200000,0.030844000
quick_3way_pivot_center,210000,0.034115000
quick_3way_pivot_center,220000,0.034026800
quick_3way_pivot_center,230000,0.037153200
quick_3way_pivot_center,240000,0.037344800
quick_3way_pivot_center,250000,0.038217400
quick_3way_pivot_center,260000,0.040447000
quick_3way_pivot_center,270000,0.043061200
quick_3way_pivot_center,280000,0.043899200
quick_3way_pivot_center,290000,0.047553600
quick_3way_pivot_center,300000,0.047807400
quick_3way_pivot_center,310000,0.049184400
quick_3way_pivot_center,320000,0.054113800
quick_3way_pivot_center,330000,0.050264600
quick_3way_pivot_center,340000,0.052724600
quick_3way_pivot_center,350000,0.054380200
quick_3way_pivot_center,360000,0.056964800
quick_3way_pivot_center,370000,0.057740200
quick_3way_pivot_center,380000,0.059044400
quick_3way_pivot_center,390000,0.060394000
quick_3way_pivot_center,400000,0.063320800
quick_3way_pivot_center,410000,0.064044600
quick_3way_pivot_center,420000,0.068968800
quick_3way_pivot_center,430000,0.067438200
quick_3way_pivot_center,440000,0.072924200
quick_3way_pivot_center,450000,0.070339800
quick_3way_pivot_center,460000,0.074950000
quick_3way_pivot_center,470000,0.075934200
quick_3way_pivot_center,480000,0.078927200
quick_3way_pivot_center,490000,0.078500800
quick_3way_pivot_center,500000,0.083464600
quick_3way_pivot_center,510000,0.085631400
quick_3way_pivot_center,520000,0.085407000
quick_3way_pivot_center,530000,0.088681000
quick_3way_pivot_center,540000,0.088262400
quick_3way_pivot_center,550000,0.090292400
quick_3way_pivot_center,560000,0.087635600
quick_3way_pivot_center,570000,0.094293400
quick_3way_pivot_center,580000,0.096383000
quick_3way_pivot_center,590000,0.096226200
quick_3way_pivot_center,600000,0.103647200
quick_3way_pivot_center,610000,0.103231400
quick_3way_pivot_center,620000,0.104481800
quick_3way_pivot_center,630000,0.106983800
quick_3way_pivot_center,640000,0.107870000
quick_3way_pivot_center,650000,0.107738600
quick_3way_pivot_center,660000,0.107390400
quick_3way_pivot_center,670000,0.109359800
quick_3way_pivot_center,680000,0.114456400
quick_3way_pivot_center,690000,0.114789800
quick_3way_pivot_center,700000,0.113620200
quick_3way_pivot_center,710000,0.121655600
quick_3way_pivot_center,720000,0.119624000
quick_3way_pivot_center,730000,0.121939600
quick_3way_pivot_center,740000,0.127891600
quick_3way_pivot_center,750000,0.125172800
quick_3way_pivot_center,760000,0.131167600
quick_3way_pivot_center,770000,0.133845400
quick_3way_pivot_center,780000,0.129486000
quick_3way_pivot_center,790000,0.135418400
quick_3way_pivot_center,800000,0.136622400
quick_3way_pivot_center,810000,0.139052200
quick_3way_pivot_center,820000,0.139549000
quick_3way_pivot_center,830000,0.139936000
quick_3way_pivot_center,840000,0.139060600
quick_3way_pivot_center,850000,0.145257400
quick_3way_pivot_center,860000,0.146993400
quick_3way_pivot_center,870000,0.147301400
quick_3way_pivot_center,880000,0.148832000
quick_3way_pivot_center,890000,0.147992800
quick_3way_pivot_center,900000,0.151562000
